,flight_number,iata,icao,arrival_airport,terminal,gate,baggage,delay,scheduled,estimated,actual,estimated_runway,actual_runway,flight_type,airline_id,airport_id
10184,3315,AM3315,AMX3315,Hartsfield-jackson Atlanta International,S,B1,7,,2021-04-07T08:31:00+00:00,2021-04-07T08:31:00+00:00,2021-04-07T08:13:00+00:00,2021-04-07T08:13:00+00:00,2021-04-07T08:13:00+00:00,ARRIVAL,,19
10185,1574,DL1574,DAL1574,Hartsfield-jackson Atlanta International,S,B1,7,,2021-04-07T08:31:00+00:00,2021-04-07T08:31:00+00:00,2021-04-07T08:13:00+00:00,2021-04-07T08:13:00+00:00,2021-04-07T08:13:00+00:00,ARRIVAL,,19
10186,6868,KE6868,KAL6868,Hartsfield-jackson Atlanta International,S,D38,9,,2021-04-07T07:23:00+00:00,2021-04-07T07:23:00+00:00,2021-04-07T07:11:00+00:00,2021-04-07T07:11:00+00:00,2021-04-07T07:11:00+00:00,ARRIVAL,,19
10187,3728,AM3728,AMX3728,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T08:33:00+00:00,2021-04-07T08:33:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,ARRIVAL,,19
10188,3689,KE3689,KAL3689,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T08:33:00+00:00,2021-04-07T08:33:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,ARRIVAL,,19
10189,4391,VS4391,VIR4391,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T08:33:00+00:00,2021-04-07T08:33:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,ARRIVAL,,19
10190,1357,DL1357,DAL1357,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T08:33:00+00:00,2021-04-07T08:33:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,2021-04-07T08:21:00+00:00,ARRIVAL,,19
10191,5585,AM5585,AMX5585,Hartsfield-jackson Atlanta International,S,B14,7,,2021-04-07T08:49:00+00:00,2021-04-07T08:49:00+00:00,2021-04-07T08:14:00+00:00,2021-04-07T08:14:00+00:00,2021-04-07T08:14:00+00:00,ARRIVAL,,19
10192,1198,DL1198,DAL1198,Hartsfield-jackson Atlanta International,S,B14,7,,2021-04-07T08:49:00+00:00,2021-04-07T08:49:00+00:00,2021-04-07T08:14:00+00:00,2021-04-07T08:14:00+00:00,2021-04-07T08:14:00+00:00,ARRIVAL,,19
10193,5638,AM5638,AMX5638,Hartsfield-jackson Atlanta International,S,F6,8,,2021-04-07T08:41:00+00:00,2021-04-07T08:41:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,ARRIVAL,,19
10194,3698,KE3698,KAL3698,Hartsfield-jackson Atlanta International,S,F6,8,,2021-04-07T08:41:00+00:00,2021-04-07T08:41:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,ARRIVAL,,19
10195,2512,DL2512,DAL2512,Hartsfield-jackson Atlanta International,S,F6,8,,2021-04-07T08:41:00+00:00,2021-04-07T08:41:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,2021-04-07T08:16:00+00:00,ARRIVAL,,19
10196,4815,AM4815,AMX4815,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-07T08:17:00+00:00,2021-04-07T08:17:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,ARRIVAL,,19
10197,7170,KE7170,KAL7170,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-07T08:17:00+00:00,2021-04-07T08:17:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,ARRIVAL,,19
10198,2858,DL2858,DAL2858,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-07T08:17:00+00:00,2021-04-07T08:17:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,2021-04-07T07:53:00+00:00,ARRIVAL,,19
10199,3350,AM3350,AMX3350,Hartsfield-jackson Atlanta International,S,B13,7,131.0,2021-04-07T08:58:00+00:00,2021-04-07T08:58:00+00:00,,,,ARRIVAL,,19
10200,1976,DL1976,DAL1976,Hartsfield-jackson Atlanta International,I,E30,F7,,2021-04-06T17:15:00+00:00,2021-04-06T17:15:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,ARRIVAL,,19
10201,5111,KL5111,KLM5111,Hartsfield-jackson Atlanta International,I,E30,F7,,2021-04-06T17:15:00+00:00,2021-04-06T17:15:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,ARRIVAL,,19
10202,6820,AF6820,AFR6820,Hartsfield-jackson Atlanta International,I,E30,F7,,2021-04-06T17:15:00+00:00,2021-04-06T17:15:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,2021-04-06T16:42:00+00:00,ARRIVAL,,19
10203,367,DL367,DAL367,Hartsfield-jackson Atlanta International,S,A9,5,,2021-04-06T18:43:00+00:00,2021-04-06T18:43:00+00:00,2021-04-06T18:14:00+00:00,2021-04-06T18:14:00+00:00,2021-04-06T18:14:00+00:00,ARRIVAL,,19
10204,3524,AF3524,AFR3524,Hartsfield-jackson Atlanta International,S,T8,3,,2021-04-06T19:27:00+00:00,2021-04-06T19:27:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,ARRIVAL,,19
10205,5305,KL5305,KLM5305,Hartsfield-jackson Atlanta International,S,T8,3,,2021-04-06T19:27:00+00:00,2021-04-06T19:27:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,ARRIVAL,,19
10206,5092,VS5092,VIR5092,Hartsfield-jackson Atlanta International,S,T8,3,,2021-04-06T19:27:00+00:00,2021-04-06T19:27:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,2021-04-06T19:17:00+00:00,ARRIVAL,,19
10207,2309,DL2309,DAL2309,Hartsfield-jackson Atlanta International,S,A29,4,,2021-04-06T19:57:00+00:00,2021-04-06T19:57:00+00:00,2021-04-06T19:20:00+00:00,2021-04-06T19:20:00+00:00,2021-04-06T19:20:00+00:00,ARRIVAL,,19
10208,2232,AF2232,AFR2232,Hartsfield-jackson Atlanta International,S,A30,4,,2021-04-06T18:31:00+00:00,2021-04-06T18:31:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,ARRIVAL,,19
10209,2394,VS2394,VIR2394,Hartsfield-jackson Atlanta International,S,A30,4,,2021-04-06T18:31:00+00:00,2021-04-06T18:31:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,ARRIVAL,,19
10210,2018,DL2018,DAL2018,Hartsfield-jackson Atlanta International,S,A30,4,,2021-04-06T18:31:00+00:00,2021-04-06T18:31:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,2021-04-06T18:05:00+00:00,ARRIVAL,,19
10211,6716,WS6716,WJA6716,Hartsfield-jackson Atlanta International,S,B1,7,,2021-04-06T22:58:00+00:00,2021-04-06T22:58:00+00:00,2021-04-06T22:50:00+00:00,2021-04-06T22:50:00+00:00,2021-04-06T22:50:00+00:00,ARRIVAL,,19
10212,8875,DL8875,DAL8875,Hartsfield-jackson Atlanta International,C,F12,F5,,2021-04-07T04:10:00+00:00,2021-04-07T04:10:00+00:00,2021-04-07T03:37:00+00:00,2021-04-07T03:37:00+00:00,2021-04-07T03:37:00+00:00,ARRIVAL,,19
10213,2056,Y42056,VOI2056,Hartsfield-jackson Atlanta International,N,D1,N4,4.0,2021-04-06T20:46:00+00:00,2021-04-06T20:46:00+00:00,2021-04-06T20:49:00+00:00,2021-04-06T20:49:00+00:00,2021-04-06T20:49:00+00:00,ARRIVAL,,19
10214,5981,AF5981,AFR5981,Hartsfield-jackson Atlanta International,S,A16,5,,2021-04-06T20:02:00+00:00,2021-04-06T20:02:00+00:00,,,,ARRIVAL,,19
10215,3264,AM3264,AMX3264,Hartsfield-jackson Atlanta International,S,A16,5,,2021-04-06T20:02:00+00:00,2021-04-06T20:02:00+00:00,,,,ARRIVAL,,19
10216,5463,KL5463,KLM5463,Hartsfield-jackson Atlanta International,S,A16,5,,2021-04-06T20:02:00+00:00,2021-04-06T20:02:00+00:00,,,,ARRIVAL,,19
10217,4374,VS4374,VIR4374,Hartsfield-jackson Atlanta International,S,A16,5,,2021-04-06T20:02:00+00:00,2021-04-06T20:02:00+00:00,,,,ARRIVAL,,19
10218,450,5Y450,GTI450,Hartsfield-jackson Atlanta International,N,,,2.0,2021-04-06T22:10:00+00:00,2021-04-06T22:10:00+00:00,2021-04-06T22:12:00+00:00,2021-04-06T22:12:00+00:00,2021-04-06T22:12:00+00:00,ARRIVAL,,19
10219,1049,SUB1049,SUB1049,Hartsfield-jackson Atlanta International,S,,,1.0,2021-04-06T22:31:00+00:00,2021-04-06T22:31:00+00:00,2021-04-06T22:32:00+00:00,2021-04-06T22:32:00+00:00,2021-04-06T22:32:00+00:00,ARRIVAL,,19
10220,763,AA763,AAL763,Hartsfield-jackson Atlanta International,N,E33,9,,2021-04-06T22:16:00+00:00,2021-04-06T22:16:00+00:00,2021-04-06T21:49:00+00:00,2021-04-06T21:49:00+00:00,2021-04-06T21:49:00+00:00,ARRIVAL,,19
10221,6611,GF6611,GFA6611,Hartsfield-jackson Atlanta International,N,E36,9,,2021-04-06T21:51:00+00:00,2021-04-06T21:51:00+00:00,2021-04-06T21:37:00+00:00,2021-04-06T21:37:00+00:00,2021-04-06T21:37:00+00:00,ARRIVAL,,19
10222,7813,QR7813,QTR7813,Hartsfield-jackson Atlanta International,N,E36,9,,2021-04-06T21:51:00+00:00,2021-04-06T21:51:00+00:00,2021-04-06T21:37:00+00:00,2021-04-06T21:37:00+00:00,2021-04-06T21:37:00+00:00,ARRIVAL,,19
10223,2066,Y42066,VOI2066,Hartsfield-jackson Atlanta International,N,D1,6,,2021-04-06T23:20:00+00:00,2021-04-06T23:20:00+00:00,2021-04-06T22:47:00+00:00,2021-04-06T22:47:00+00:00,2021-04-06T22:47:00+00:00,ARRIVAL,,19
10224,536,DL536,DAL536,Hartsfield-jackson Atlanta International,S,B13,7,,2021-04-06T21:52:00+00:00,2021-04-06T21:52:00+00:00,2021-04-06T21:29:00+00:00,2021-04-06T21:29:00+00:00,2021-04-06T21:29:00+00:00,ARRIVAL,,19
10225,635,NK635,NKS635,Hartsfield-jackson Atlanta International,N,D4,,,2021-04-06T21:55:00+00:00,2021-04-06T21:55:00+00:00,2021-04-06T21:33:00+00:00,2021-04-06T21:33:00+00:00,2021-04-06T21:33:00+00:00,ARRIVAL,,19
10226,2071,AF2071,AFR2071,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10227,3461,AM3461,AMX3461,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10228,3401,AZ3401,AZA3401,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10229,5180,KL5180,KLM5180,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10230,4536,MU4536,CES4536,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10231,3042,VS3042,VIR3042,Hartsfield-jackson Atlanta International,S,E15,8,,2021-04-06T21:15:00+00:00,2021-04-06T21:15:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,2021-04-06T20:37:00+00:00,ARRIVAL,,19
10232,6033,AS6033,ASA6033,Hartsfield-jackson Atlanta International,N,T11,9,5.0,2021-04-06T20:21:00+00:00,2021-04-06T20:21:00+00:00,,,,ARRIVAL,,19
10233,6491,GF6491,GFA6491,Hartsfield-jackson Atlanta International,N,T11,9,5.0,2021-04-06T20:21:00+00:00,2021-04-06T20:21:00+00:00,,,,ARRIVAL,,19
10234,4703,QF4703,QFA4703,Hartsfield-jackson Atlanta International,N,T11,9,5.0,2021-04-06T20:21:00+00:00,2021-04-06T20:21:00+00:00,,,,ARRIVAL,,19
10235,7738,QR7738,QTR7738,Hartsfield-jackson Atlanta International,N,T11,9,5.0,2021-04-06T20:21:00+00:00,2021-04-06T20:21:00+00:00,,,,ARRIVAL,,19
10236,47,SUB47,SUB47,Hartsfield-jackson Atlanta International,S,,,5.0,2021-04-06T21:46:00+00:00,2021-04-06T21:46:00+00:00,2021-04-06T21:51:00+00:00,2021-04-06T21:51:00+00:00,2021-04-06T21:51:00+00:00,ARRIVAL,,19
10237,778,DL778,DAL778,Hartsfield-jackson Atlanta International,S,T03,,,2021-04-07T05:56:00+00:00,2021-04-07T05:56:00+00:00,,,,ARRIVAL,,19
10238,5513,AC5513,ACA5513,Hartsfield-jackson Atlanta International,N,E35,,2.0,2021-04-06T23:25:00+00:00,2021-04-06T23:25:00+00:00,2021-04-06T23:26:00+00:00,2021-04-06T23:26:00+00:00,2021-04-06T23:26:00+00:00,ARRIVAL,,19
10239,554,DL554,DAL554,Hartsfield-jackson Atlanta International,S,A34,4,,2021-04-07T06:23:00+00:00,2021-04-07T06:23:00+00:00,2021-04-07T05:53:00+00:00,2021-04-07T05:53:00+00:00,2021-04-07T05:53:00+00:00,ARRIVAL,,19
10240,831,DL831,DAL831,Hartsfield-jackson Atlanta International,S,A11,5,28.0,2021-04-07T05:46:00+00:00,2021-04-07T05:46:00+00:00,2021-04-07T05:40:00+00:00,2021-04-07T05:40:00+00:00,2021-04-07T05:40:00+00:00,ARRIVAL,,19
10241,6736,KE6736,KAL6736,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T06:26:00+00:00,2021-04-07T06:26:00+00:00,2021-04-07T06:11:00+00:00,2021-04-07T06:11:00+00:00,2021-04-07T06:11:00+00:00,ARRIVAL,,19
10242,562,DL562,DAL562,Hartsfield-jackson Atlanta International,S,A1,5,,2021-04-07T06:26:00+00:00,2021-04-07T06:26:00+00:00,2021-04-07T06:11:00+00:00,2021-04-07T06:11:00+00:00,2021-04-07T06:11:00+00:00,ARRIVAL,,19
10243,903,DL903,DAL903,Hartsfield-jackson Atlanta International,S,T1,3,,2021-04-07T05:22:00+00:00,2021-04-07T05:22:00+00:00,2021-04-07T05:08:00+00:00,2021-04-07T05:08:00+00:00,2021-04-07T05:08:00+00:00,ARRIVAL,,19
10244,6695,KL6695,KLM6695,Hartsfield-jackson Atlanta International,S,A03,5,,2021-04-06T16:43:00+00:00,2021-04-06T16:43:00+00:00,2021-04-06T16:21:00+00:00,2021-04-06T16:21:00+00:00,2021-04-06T16:21:00+00:00,ARRIVAL,,19
10245,329,WN329,SWA329,Hartsfield-jackson Atlanta International,S,C10,,,2021-04-06T15:15:00+00:00,2021-04-06T15:15:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10246,2560,DL2560,DAL2560,Hartsfield-jackson Atlanta International,S,A31,4,,2021-04-06T15:35:00+00:00,2021-04-06T15:35:00+00:00,2021-04-06T15:30:00+00:00,2021-04-06T15:30:00+00:00,2021-04-06T15:30:00+00:00,ARRIVAL,,19
10247,3992,AM3992,AMX3992,Hartsfield-jackson Atlanta International,S,B6,7,,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,ARRIVAL,,19
10248,5061,KL5061,KLM5061,Hartsfield-jackson Atlanta International,S,B6,7,,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,ARRIVAL,,19
10249,5002,VS5002,VIR5002,Hartsfield-jackson Atlanta International,S,B6,7,,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,ARRIVAL,,19
10250,7634,WS7634,WJA7634,Hartsfield-jackson Atlanta International,S,B6,7,,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,ARRIVAL,,19
10251,1568,DL1568,DAL1568,Hartsfield-jackson Atlanta International,S,B6,7,,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,2021-04-06T13:32:00+00:00,ARRIVAL,,19
10252,7181,KL7181,KLM7181,Hartsfield-jackson Atlanta International,S,D35,9,,2021-04-06T14:24:00+00:00,2021-04-06T14:24:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,ARRIVAL,,19
10253,2505,VS2505,VIR2505,Hartsfield-jackson Atlanta International,S,D35,9,,2021-04-06T14:24:00+00:00,2021-04-06T14:24:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,ARRIVAL,,19
10254,6304,WS6304,WJA6304,Hartsfield-jackson Atlanta International,S,D35,9,,2021-04-06T14:24:00+00:00,2021-04-06T14:24:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,ARRIVAL,,19
10255,4904,DL4904,DAL4904,Hartsfield-jackson Atlanta International,S,D35,9,,2021-04-06T14:24:00+00:00,2021-04-06T14:24:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,2021-04-06T13:57:00+00:00,ARRIVAL,,19
10256,2104,AF2104,AFR2104,Hartsfield-jackson Atlanta International,S,D24,9,,2021-04-06T15:03:00+00:00,2021-04-06T15:03:00+00:00,2021-04-06T14:40:00+00:00,2021-04-06T14:40:00+00:00,2021-04-06T14:40:00+00:00,ARRIVAL,,19
10257,957,DL957,DAL957,Hartsfield-jackson Atlanta International,S,A4,5,,2021-04-06T17:26:00+00:00,2021-04-06T17:26:00+00:00,2021-04-06T17:08:00+00:00,2021-04-06T17:08:00+00:00,2021-04-06T17:08:00+00:00,ARRIVAL,,19
10258,1588,DL1588,DAL1588,Hartsfield-jackson Atlanta International,S,A11,5,,2021-04-06T16:10:00+00:00,2021-04-06T16:10:00+00:00,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,ARRIVAL,,19
10259,2694,AF2694,AFR2694,Hartsfield-jackson Atlanta International,S,D33,9,,2021-04-06T16:25:00+00:00,2021-04-06T16:25:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,ARRIVAL,,19
10260,5984,KL5984,KLM5984,Hartsfield-jackson Atlanta International,S,D33,9,,2021-04-06T16:25:00+00:00,2021-04-06T16:25:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,ARRIVAL,,19
10261,5420,VS5420,VIR5420,Hartsfield-jackson Atlanta International,S,D33,9,,2021-04-06T16:25:00+00:00,2021-04-06T16:25:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,ARRIVAL,,19
10262,5343,KL5343,KLM5343,Hartsfield-jackson Atlanta International,S,D33,9,,2021-04-06T16:25:00+00:00,2021-04-06T16:25:00+00:00,,,,ARRIVAL,,19
10263,5040,DL5040,DAL5040,Hartsfield-jackson Atlanta International,S,D33,9,,2021-04-06T16:25:00+00:00,2021-04-06T16:25:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,2021-04-06T16:06:00+00:00,ARRIVAL,,19
10264,2073,AF2073,AFR2073,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10265,3423,AM3423,AMX3423,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10266,5121,KL5121,KLM5121,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10267,4353,VS4353,VIR4353,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10268,6592,WS6592,WJA6592,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10269,1530,DL1530,DAL1530,Hartsfield-jackson Atlanta International,S,B11,7,,2021-04-06T15:31:00+00:00,2021-04-06T15:31:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,2021-04-06T15:11:00+00:00,ARRIVAL,,19
10270,3997,AM3997,AMX3997,Hartsfield-jackson Atlanta International,S,D30,9,,2021-04-06T09:00:00+00:00,2021-04-06T09:00:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,ARRIVAL,,19
10271,3604,KE3604,KAL3604,Hartsfield-jackson Atlanta International,S,D30,9,,2021-04-06T09:00:00+00:00,2021-04-06T09:00:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,ARRIVAL,,19
10272,5719,KL5719,KLM5719,Hartsfield-jackson Atlanta International,S,D30,9,,2021-04-06T09:00:00+00:00,2021-04-06T09:00:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,ARRIVAL,,19
10273,2814,VS2814,VIR2814,Hartsfield-jackson Atlanta International,S,D30,9,,2021-04-06T09:00:00+00:00,2021-04-06T09:00:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,ARRIVAL,,19
10274,5086,DL5086,DAL5086,Hartsfield-jackson Atlanta International,S,D30,9,,2021-04-06T09:00:00+00:00,2021-04-06T09:00:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,2021-04-06T08:39:00+00:00,ARRIVAL,,19
10275,3810,AM3810,AMX3810,Hartsfield-jackson Atlanta International,S,B22,6,,2021-04-06T10:25:00+00:00,2021-04-06T10:25:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,ARRIVAL,,19
10276,3537,KE3537,KAL3537,Hartsfield-jackson Atlanta International,S,B22,6,,2021-04-06T10:25:00+00:00,2021-04-06T10:25:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,ARRIVAL,,19
10277,4455,VS4455,VIR4455,Hartsfield-jackson Atlanta International,S,B22,6,,2021-04-06T10:25:00+00:00,2021-04-06T10:25:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,ARRIVAL,,19
10278,2125,DL2125,DAL2125,Hartsfield-jackson Atlanta International,S,B22,6,,2021-04-06T10:25:00+00:00,2021-04-06T10:25:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,2021-04-06T09:49:00+00:00,ARRIVAL,,19
10279,6890,KE6890,KAL6890,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-04-06T09:30:00+00:00,2021-04-06T09:30:00+00:00,2021-04-06T09:12:00+00:00,2021-04-06T09:12:00+00:00,2021-04-06T09:12:00+00:00,ARRIVAL,,19
10280,5672,DL5672,DAL5672,Hartsfield-jackson Atlanta International,S,D8A,9,,2021-04-06T09:30:00+00:00,2021-04-06T09:30:00+00:00,2021-04-06T09:12:00+00:00,2021-04-06T09:12:00+00:00,2021-04-06T09:12:00+00:00,ARRIVAL,,19
10281,2762,AF2762,AFR2762,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,,,,ARRIVAL,,19
10282,3380,AM3380,AMX3380,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,,,,ARRIVAL,,19
10283,5290,KL5290,KLM5290,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,,,,ARRIVAL,,19
10284,2163,VS2163,VIR2163,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,,,,ARRIVAL,,19
10285,6500,WS6500,WJA6500,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,,,,ARRIVAL,,19
10286,1649,DL1649,DAL1649,Hartsfield-jackson Atlanta International,S,B23,6,,2021-04-06T15:42:00+00:00,2021-04-06T15:42:00+00:00,2021-04-06T15:23:00+00:00,2021-04-06T15:23:00+00:00,2021-04-06T15:23:00+00:00,ARRIVAL,,19
10287,163,WN163,SWA163,Hartsfield-jackson Atlanta International,S,C13,,,2021-04-06T14:45:00+00:00,2021-04-06T14:45:00+00:00,2021-04-06T14:32:00+00:00,2021-04-06T14:32:00+00:00,2021-04-06T14:32:00+00:00,ARRIVAL,,19
10288,2056,DL2056,DAL2056,Hartsfield-jackson Atlanta International,S,A16,5,,2021-04-06T15:37:00+00:00,2021-04-06T15:37:00+00:00,2021-04-06T15:21:00+00:00,2021-04-06T15:21:00+00:00,2021-04-06T15:21:00+00:00,ARRIVAL,,19
10289,4419,AM4419,AMX4419,Hartsfield-jackson Atlanta International,S,D06,9,,2021-04-06T07:13:00+00:00,2021-04-06T07:13:00+00:00,2021-04-06T06:56:00+00:00,2021-04-06T06:56:00+00:00,2021-04-06T06:56:00+00:00,ARRIVAL,,19
